meta_base_url,title,sector,published,window,country,description,secondary_field,keywords,cooperation_type,contact_organization,contact_organization_type,contact_person,contact_employer,contact_email,contact_phone,meta_organization,meta_category,meta_collected_date
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a1983820004,Production Processes and Technologies of PVB Membranes,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:At present, the company has specially built a building for the corporate technology center, the R&D center, the quality inspection center, and the pilot trail plant. The company has built a domestically advanced central laboratory which has 282 research instruments or devices originally priced at RMB 14.03 million Yuan. The laboratory has a staff of 86, among whom 3 are senior professionals or experts, 9 are sub-senior professionals or experts, and 38 are intermediately certificated professionals. 4 doctoral students including 1 post-doctoral student and 18 graduate students are working for the laboratory. The company is able to conduct test, analysis, R&D related to PVA as well as PVA downstream products.Urgent Technical Problems:Support for production processes and technologies of PVB membranes, and market developmentTechnical and Economic Indicators to Be Realized:Production processes of PVB membranes; Technical & economic indicators: Regard PVA the Company produces as raw materials and employ advanced processes to construct the 20,000 TPA PVB Membrane Project which has the planned investment of RMB 400 million Yuan and which is expected to realize the sales revenue as much as RMB 600 million Yuan.",Other,pvb membranes,Joint Development,"Mongolia Shuangxin Environment Friendly Materials Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a1684a40003,Design Bases and Processing Technologies As to Ultra-large Non-standard Equipment for Gasification of Clean Coal,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:At present, the work related to installation and debugging of the equipment used in the 900,000-ton Coal-to-Methanol Project has been basically completed. Urgent Technical Problems: It is necessary to put forward the design bases and processing technologies as to ultra-large non-standard equipment. Adjust and optimize the operation of the ultra-large multi-nozzle contraposition-type coal water slurry gasification equipment to enrich and improve the design theory.",Other,"ultra-large, non-standard equipment, gasification, clean coal",Technical Service;Joint Development,"Inner Mongolia Rongxin Chemical Co., Ltd",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a12ab190002,Research and Application of Efficient Running of Thermal Systems,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems:Research and application of efficient running of thermal systems of Shilin Chemical Subsidiary",Other,"efficient running, thermal systems",Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a10a55b0001,Research and Application of Mechanism regarding Scaling on Pipelines of Slag & Water Treatment Systems,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems:Research and application of mechanism regarding scaling on pipelines of slag & water treatment system (As to the slag & water treatment system in the pulverized coal gasification equipment, because the solids contained in black water which is produced from the scrubber are unevenly distributed, the pipeline of the slag & water system is likely to form scale which results in the failure of the gasification equipment to have long-term operation.)Technical and Economic Indicators to Be Realized:Analyze the constituents of the scale; select suitable ash-water dispersants and flocculants to disperse the crystalline calcium salts and phosphorus salts, so that they will flow with the water. Control the PH, alkalinity, and the concentration of Ca2+ via using acid agents, so as to keep the water quality stable. Conduct X-ray energy spectrum analysis of scale samples from the pipeline and confirm the constituents, so as to select suitable ash-water dispersants and flocculants.",Additives,"water treatment, pipelines of slag",Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a763b31014a7a0d8fa80000,Development and Application of Technology for Combustion of Blended Purge Gases in Furnaces,Chemicals,2014.12.24,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems :Development and application of technology for combustion of blended purge gases in furnaces",Other,"blended purge gases, furnaces",Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a701e46360009,Research of Elevation of Production Capacity of Air Separation Units,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems:Research of elevation of production capacity of air separation units",Other,"production capacity, air separation units",Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a701c379d0008,Innovation and Development of the Process of Black Water Flash Evaporation Systems,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems:Innovation and development of the process of black water flash evaporation systems",Other,water flash evaporation,Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a70199d4c0007,R&D of Conveying Processes at the Middle and Lower Part of HP Pulverized Coal Feed Hoppers,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems:R&D of conveying processes at the middle and lower part of HP pulverized coal feed hoppers",Other,pulverized coal feed hoppers,Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a701731710006,Development of New-type Pulverized Coal Gasification Processes,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems :Development of new-type pulverized coal gasification processes",Chemical Processing,"coal gasification, pulverized",Joint Development;Technical Service,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a7014dbfe0005,Research and Application of Coal Slime Blending Technology Adopted by Coal Washeries,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems :Research and application of coal slime blending technology adopted by coal washeries",Other,"coal slime blending, coal washeries",Technical Service;Joint Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a70122af50004,Research and Prevention of the Mechanism of Ash Deposition at the Water Spraying for Desuperheating Position of Gasifiers,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The two-stage dry pulverized coal pressurized gasification technology developed by Xi’an Thermal Power Research Institute Co., Ltd. is used for the 4*300,000-ton/year coal-to-methyl-alcohol project. Qualified methyl alcohol is obtained from the primary synthesized gas after sulfur-tolerant CO shift conversion, low-temperature elution of acidic air from methyl alcohol, freezing, low-pressure synthesis of methyl alcohol, and rectification of methyl alcohol. The patented technology is one of the achievements of the National 863 Program. Its patent number is ZL01131780.9 and ZL200520079041.0.Urgent Technical Problems :Research and prevention of the mechanism of ash deposition at the water spraying for desuperheating position of gasifiers",Other,"water spraying, desuperheating position, gasifiers",Technical Service;Cooperative Development,"Mongolia Huangtaolegai Coal Mining Co., Ltd. Shilin Chemical Subsidiary",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a700efe020003,Mercury-free Catalysts for the Synthesis of VCM during PVC Production,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:Against the background that HgCl2 is used as reagent for synthesis of VCM (C2H2+HCl＝C2H3Cl), China has to achieve low application of mercury (<6.5%HgCl2 contents）as of 2015 and non-application of mercury as of 2020 according to International Environment Protection Protocol.Urgent Technical Problems:Research and development of low-mercury catalystsTechnical and Economic Indicators to Be Realized:New-type mercury-free catalysts which feature long service life, high conversion rate, and less investment",Catalyst,"mercury-free catalysts, vcm, pvc production",Technical Service,"Inner Mongolia Ordos Electric Power & Metallurgy Co., Ltd. Chlor-Alkali Chemical Subsidiary",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a700cc4ce0002,Argumentation on the Use of Isothermal Type or Thermal Insulation Type Methanation Reactors,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The Company chiefly engages in coal washing, coking, recovering chemical by-product (tar, crude benzene, ammonium sulfate, and brimstone), crude benzene hydrogenation, and making liquefied natural gas from coke gas. It needs to be noted that because it is at the stage of trial production, the coke oven gas -to-LNG project operates under the designed capacity, failing to reach the optimum economic return.Urgent Technical Problems:Argumentation on the use of isothermal type or thermal insulation type methanation reactorsTechnical and Economic Indicators to Be Realized:After the methanation reactor: CO≤10PPm, CO2≤10PPm; after drying process: CO2≤1PPm, dew point (moisture) ≤1PPm",Other,"argumentation, isothermal, thermal insulation, methanation reactors",Technical Service,"Jianyuan Coal Coking Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a7009e2340001,Treatment of Organic Sulfur Contained in Coke Oven Gas,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The Company chiefly engages in coal washing, coking, recovering chemical by-product (tar, crude benzene, ammonium sulfate, and brimstone), crude benzene hydrogenation, and making liquefied natural gas from coke gas. It needs to be noted that because it is at the stage of trial production, the coke oven gas -to-LNG project operates under the designed capacity, failing to reach the optimum economic return.Urgent Technical Problems :The coke oven gas contains much sulphur. Too much sulphur will increase the content of hydrogen sulfide in the organic sulfur after the pre-hydrogenation and hydrogenation processes, which results in the fast failure of zinc oxide after it absorbs the hydrogen sulfide, the short service cycle, and the high use cost.Technical and Economic Indicators to Be Realized:After the methanation reactor: CO≤10PPm, CO2≤10PPm; after drying process: CO2≤1PPm, dew point (moisture) ≤1PPm",Other,"organic sulfur contained, coke oven gas",Technical Service,"Jianyuan Coal Coking Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a61f061014a7006f3620000,Selection of Refrigeration Compressor Types,Chemicals,2014.12.22,2 Years,China,"Related Work Bases:The Company chiefly engages in coal washing, coking, recovering chemical by-product (tar, crude benzene, ammonium sulfate, and brimstone), crude benzene hydrogenation, and making liquefied natural gas from coke gas. It needs to be noted that because it is at the stage of trial production, the coke oven gas -to-LNG project operates under the designed capacity, failing to reach the optimum economic return.Urgent Technical Problems :Select refrigeration compressors which feature less leakage of refrigerant and convenient maintenance, and which could satisfy the production.Technical and Economic Indicators to Be Realized:After the methanation reactor: CO≤10PPm, CO2≤10PPm; after drying process: CO2≤1PPm, dew point (moisture) ≤1PPm",Other,refrigeration compressor,Technical Service,"Jianyuan Coal Coking Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b0d7d7c0009,Optimization of LNG Production Process,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:The Company chiefly engages in coal washing, coking, recovering chemical by-product (tar, crude benzene, ammonium sulfate, and brimstone), crude benzene hydrogenation, and making liquefied natural gas from coke gas. It needs to be noted that because it is at the stage of trial production, the coke oven gas -to-LNG project operates under the designed capacity, failing to reach the optimum economic return.Urgent Technical Problems :Since the project went into operation, because the carbon dioxide and monoxide emissions from the methanation reactor are not up to the standard, the production has been greatly affected. For example, the CO2 emission hovers around 5,000PPm, and CO emission hovers around 10,000PPm. After technical transformation, although CO is subjected to complete reaction, the CO2 emission stills hover around 400~500PPm after passing through the methanation reactor. Nevertheless, before entering the cold box after being dried, when the CO2 emission hovers around 7~8PPm, the cold box is likely to be blocked sometimes, making long-term operation of the system impossible.Technical and Economic Indicators to Be Realized:After the methanation reactor: CO≤10PPm, CO2≤10PPm; after drying process: CO2≤1PPm, dew point (moisture) ≤1PPm",Other,lng,Technical Service,"Jianyuan Coal Coking Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b0b5c030008,Research on the Adaptation of Zhunzhong Coal to the Lurgi Furnace,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:Prepare the report on the project feasibility study of the coal-to-natural gas project and the data concerning boundary conditions of related projects.Urgent Technical Problems :Research the adaptation of Zhunzhong Coal to the Lurgi Furnace.Technical and Economic Indicators to Be Realized:Find out the adaptation of Zhunzhong Coal which is used as raw materials of the Company’s Coal-to-Natural Gas Project to the Lurgi Furnace. Propose the schemes for upgrading of the Lurgi Furnace and blending of raw coal, so as to realize the two-way adaptation of the coal and the furnace.",Other,"coal, lurgi furnace",Technical Service,"Jiantou Tongtai Investment Co., Ltd.",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b08a7400007,Upgrading of Discharging Device of Calcium Carbide Furnace,Chemicals,2014.12.18,2 Years,China,Urgent Technical Problems :Advanced technical facilities for the discharging device of the calcium carbide furnaceTechnical and Economic Indicators to Be Realized:Reduce the labor intensity of discharging workers,Other,"discharging device, calcium carbide furnace",Joint Development,"Ordos Shuangxin Chemical Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b06a8be0006,Technology for Dredging Pipelines of Purification System As to Production of Calcium Carbide,Chemicals,2014.12.18,2 Years,China,Urgent Technical Problems :Clogging of pipelines of the purification system as to production of calcium carbideTechnical and Economic Indicators to Be Realized:Raise the operation rate of the calcium carbide furnace,Other,"dredging pipelines, purification system, calcium carbide",Joint Development,"Ordos Shuangxin Chemical Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b0431830005,Preparation of Methanol Fuel,Life Sciences and New Energy,2014.12.18,2 Years,China,Urgent Technical Problems :Technical support and scientific research team for the Preparation of Methanol Fuel (Clean Energy) Project,Other,methanol fuel,Joint Development,"Ordos Mengkai Automobile Sale (Group) Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5b00ffb30004,Recycle of Carbon Dioxide,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:At present the Company adopts the finished products treatment process of the industry in terms of exhaust desulfuration and denitration, and the discharge of the Company’s exhaust has been up to the standard. The flue gas from the power plant is desulfurated by employing the new-type desulfuration powder which is independently researched and developed by the Company. The Company’s strong saltwater is discharged according to related national standards.Urgent Technical Problems :Recycle of carbon dioxide",Other,"carbon dioxide, recycle",Technical Transfer,"Ordos Junzheng Energy & Chemical Industry Co., Ltd.",Joint Venture,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5aff04650003,Development of Downstream Products from Deep Processing of PVC,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:The Company’s phase I project involves the annual production of 320,000 TPA PVC, 240,000 TPA caustic soda, 4×46.5MW calcium carbide, 3×600 TPD gas fired kilns, 600,000 TPA cement, etc., having entered into the production stage.Urgent Technical Problems :Development of downstream products from deep processing of PVC",Other,"pvc, downstream products",Technical Transfer,"Ordos Junzheng Energy & Chemical Industry Co., Ltd.",Joint Venture,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5afcbec80002,Research and Development of Plastic Wraps,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:The Company’s phase I project involves the annual production of 320,000 TPA PVC, 240,000 TPA caustic soda, 4×46.5MW calcium carbide, 3×600 TPD gas fired kilns, 600,000 TPA cement, etc., having entered into the production stage.Urgent Technical Problems:Research and development of plastic wraps",Other,plastic wraps,Technical Transfer,"Ordos Junzheng Energy & Chemical Industry Co., Ltd.",Joint Venture,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5af9bdc80001,Technology for Reducing Chlorine during Deep Processing of Coal Tar,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:The total investment of the project stands at RMB 2.3 billion Yuan. The Project was commenced in 2010, and the Phase I project has completed and is now in the trial production stage. After the project is officially put into production, the annual sales revenue is estimated to be RMB 3.6 billion Yuan. Urgent Technical Problems :The method for reducing the content of chlorine during the deep processing of coal tar",Other,"reducing chlorine, ",Technical Service,"Ordos Huijinda Clean Solvent Oil Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a57bc94014a5af5e3190000,Coked Flue Gas Desulfurization and Denitration Technology,Chemicals,2014.12.18,2 Years,China,"Related Work Bases:The Company actively responds to the call of the country for doing well the work related to environmental protection, having completed the preliminary research on flue gas desulfurization and denitrationUrgent Technical Problems :At present, all projects that desulfurization and denitration environmental-protection enterprises are engaged in involve flue gas desulfurization and denitration in power plants. These projects are different from the Company’s desulfurization and denitration. Environmental-protection enterprises do not provide application examples regarding non-coked flue gas desulfurization and denitration projects. Based on the current situations concerning the application of coked flue gas desulfurization and denitration technology, the Company draws a conclusion that the coked flue gas desulfurization and denitration technology is not mature and has certain risks. The Company hopes that related functional departments could recommend enterprises with mature coked flue gas desulfurization and denitration technologies which feature stable running, less investment, low operation cost in later stages, simple operation, high efficiency, and actual applications, so as to resolve the flue gas desulfurization and denitration problem. Technical and Economic Indicators to Be Realized:After processing, the content of SO2 in the flue gas is below 30mg/Nm3 and that of NOX in the flue gas is below 350mg/Nm3.",Specialty Chemicals,"coked flue gas desulfurization, denitration",Technical Service,"Shenhua Mengxi Coal Chemical Co., Ltd.",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a568f12014a56f553200009,Research and Development of Technology for Application of Dynamic Reactive Power Compensation to Wind Power Grid Connection,Life Sciences and New Energy,2014.12.17,2 Years,China,"Related Work Bases:On the basis of the current wind power technology, establish flexible adjustment devices to improve the operation performance of the system and reduce the impacts of wind power grid connection on the power grid. On the basis of the currently state-of-the-art dynamic reactive power compensation technology, this technology adopts a split-phase synchronous control strategy which outputs reactive power to the system when a fault starts to reduce the voltage drop, and which may be used to solve the voltage drop problem caused by asymmetrical faults. This technology extends the application scope of traditional control strategies and further raises the low voltage ride through capability of wind farms.Urgent Technical Problems :Research and development of technology for application of dynamic reactive power compensation to wind power grid connectionTechnical and Economic Indicators to Be Realized:Technical indicator: Reach the internationally-advanced and domestically-leading level.
Economic indicator: Realize the annual output of RMB 540 million Yuan.",Other,"dynamic reactive power compensation, wind power grid",Technical Service,"China Coal Kechuang Energy Saving Technology Co., Ltd.",State-owned Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a568f12014a56f340920008,Load Calculation and Operation Simulation of Wind Turbine Unit,Life Sciences and New Energy,2014.12.17,2 Years,China,"Related Work Bases:The Company has completed the development of the 850KW series wind turbine units and the 2MW series wind turbine units. The Company has fully mastered the knowledge concerning design, manufacturing, testing, operation, and maintenance of high-speed permanent-magnet wind turbine units, and has established a complete talent team which covers the whole process ranging from design, manufacturing, testing, operation, and maintenance.
The Company has established a 3.7MW full power wind turbine unit test station which is capable of completely satisfying the testing regarding technology R&D, trial production, and type tests.Urgent Technical Problems :Load calculation and operation simulation of wind turbine unit; design of complete machine loads during design of turbines; load calculation and finite element analysis of major spare parts Technical and economic indicators to be realized:1. Raise the generating capacity of the low-speed area by more than 15%;
2. Reduce the purchase cost of wind turbine units by 10%;
3. Decrease the fault rate by 10%.",Other,"load calculation, operation simulation, wind turbine unit",Joint Development,"Inner Mongolia Geoho Energy Technology Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a568f12014a56f077340007,Design and Development of Control System of Wind Turbine Unit,Life Sciences and New Energy,2014.12.17,2 Years,China,"Related Work Bases:The Company has completed the development of the 850KW series wind turbine units and the 2MW series wind turbine units. The Company has fully mastered the knowledge concerning design, manufacturing, testing, operation, and maintenance of high-speed permanent-magnet wind turbine units, and has established a complete talent team which covers the whole process ranging from design, manufacturing, testing, operation, and maintenance.
The Company has established a 3.7MW full power wind turbine unit test station which is capable of completely satisfying the testing regarding technology R&D, trial production, and type tests.Urgent Technical Problems :Design and development of control system of wind turbine unit: Be proficient in the control logic of the master control system of wind turbine units and the strategies for controlling turbines under different wind conditions. Priority will be given to those which can propose the control strategies for raising the generating capacity of turbines in low speed areas.Technical and Economic Indicators to Be Realized:Technical and economic indicators to be realized:
1. Raise the generating capacity of the low-speed area by more than 15%;
2. Reduce the purchase cost of wind turbine units by 10%;
3. Decrease the fault rate by 10%.",Other,"wind turbine, control system, design",Joint Development,"Inner Mongolia Geoho Energy Technology Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
http://www.cittc.net/anonym/demandDetail/297edff84a568f12014a56ed7f5b0006,Structural Design of Wind Turbine,Life Sciences and New Energy,2014.12.17,2 Years,China,"Related Work Bases:The Company has completed the development of the 850KW series wind turbine units and the 2MW series wind turbine units.. The Company has fully mastered the knowledge concerning design, manufacturing, testing, operation, and maintenance of high-speed permanent-magnet wind turbine units, and has established a complete talent team which covers the whole process ranging from design, manufacturing, testing, operation, and maintenance.
The Company has established a 3.7MW full power wind turbine unit test station which is capable of completely satisfying the testing regarding technology R&D, trial production, and type tests.Urgent Technical Problems :Generator design: Be familiar with the structural design and electromagnetic design of various generators (permanent magnet synchronous generators, electro-magnetic synchronous generators, and double fed induction generators), as well as advantages and disadvantages of various generators.Technical and Economic Indicators to Be Realized:Technical and economic indicators to be realized:
1. Raise the generating capacity of the low-speed area by more than 15%;
2. Reduce the purchase cost of wind turbine units by 10%;
3. Decrease the fault rate by 10%.",Other,"structural design, wind turbine",Joint Development,"Inner Mongolia Geoho Energy Technology Co., Ltd.",Private Enterprise,caopanpan,CITTC,cpp@chinatis.com,+86 10-82696139-812,CITTC,request,11/09/2017 18:43:33
